scenario,N,method,metric,mean,sd,ci95_low,ci95_high
uniform,400,alns_no_refine,coverage,0.99558333,0.0044857693,0.99390851,0.99725816
uniform,400,alns_no_refine,K,26.933333,2.9703516,25.82431,28.042356
uniform,400,alns_no_refine,throughput_Mbps,7028.2031,964.77793,6667.9895,7388.4166
uniform,400,alns_no_refine,mean_user_rate_Mbps,17.570508,2.4119448,16.669974,18.471042
uniform,400,alns_no_refine,p5_rate_Mbps,1.6687061,0.56019461,1.4595495,1.8778628
uniform,400,alns_no_refine,qos_violation,0.0044166667,0.0044857693,0.0027418409,0.0060914924
uniform,400,alns_no_refine,jain_fairness,0.49092554,0.041676213,0.47536514,0.50648595
uniform,400,alns_no_refine,time_s,0.067233333,0.018492652,0.060328839,0.074137828
uniform,400,alns_sca_lite,coverage,0.99833333,0.0023973165,0.99743826,0.99922841
uniform,400,alns_sca_lite,K,28.133333,2.4597916,27.214935,29.051731
uniform,400,alns_sca_lite,throughput_Mbps,13745.446,8201.235,10683.398,16807.494
uniform,400,alns_sca_lite,mean_user_rate_Mbps,34.363615,20.503087,26.708496,42.018734
uniform,400,alns_sca_lite,p5_rate_Mbps,5.3138157,5.7588127,3.1636812,7.4639503
uniform,400,alns_sca_lite,qos_violation,0.0016666667,0.0023973165,0.00077159448,0.0025617389
uniform,400,alns_sca_lite,jain_fairness,0.58816079,0.1019808,0.5500848,0.62623677
uniform,400,alns_sca_lite,time_s,0.10786667,0.0075188652,0.10505939,0.11067394
uniform,400,fixed_gno_refine,coverage,0.99766667,0.0029312035,0.99657226,0.99876107
uniform,400,fixed_gno_refine,K,40,0,40,40
uniform,400,fixed_gno_refine,throughput_Mbps,11458.627,7841.0793,8531.0486,14386.205
uniform,400,fixed_gno_refine,mean_user_rate_Mbps,28.646567,19.602698,21.327622,35.965513
uniform,400,fixed_gno_refine,p5_rate_Mbps,5.4597774,6.6158837,2.9896432,7.9299116
uniform,400,fixed_gno_refine,qos_violation,0.0023333333,0.0029312035,0.0012389268,0.0034277398
uniform,400,fixed_gno_refine,jain_fairness,0.59353646,0.11759027,0.54963246,0.63744046
uniform,400,fixed_gno_refine,time_s,0.053166667,0.0042433179,0.051582364,0.05475097
uniform,400,gno,coverage,0.99441667,0.0048991261,0.99258751,0.99624583
uniform,400,gno,K,40,0,40,40
uniform,400,gno,throughput_Mbps,5918.6132,744.6279,5640.5958,6196.6306
uniform,400,gno,mean_user_rate_Mbps,14.796533,1.8615698,14.10149,15.491577
uniform,400,gno,p5_rate_Mbps,1.6825333,0.48853953,1.5001301,1.8649365
uniform,400,gno,qos_violation,0.0055833333,0.0048991261,0.003754175,0.0074124917
uniform,400,gno,jain_fairness,0.50591644,0.048688476,0.48773791,0.52409498
uniform,400,gno,time_s,0.0054333333,0.0010726485,0.0050328448,0.0058338219
uniform,400,kmeans_grid,coverage,0.92025,0.025649746,0.9106733,0.9298267
uniform,400,kmeans_grid,K,20,0,20,20
uniform,400,kmeans_grid,throughput_Mbps,25608.353,1326.9122,25112.932,26103.775
uniform,400,kmeans_grid,mean_user_rate_Mbps,64.020883,3.3172805,62.782329,65.259437
uniform,400,kmeans_grid,p5_rate_Mbps,0.061918575,0.339142,-0.064704911,0.18854206
uniform,400,kmeans_grid,qos_violation,0.07975,0.025649746,0.070173303,0.089326697
uniform,400,kmeans_grid,jain_fairness,0.64903748,0.028316002,0.6384653,0.65960967
uniform,400,kmeans_grid,time_s,0.0048666667,0.00086036613,0.0045454367,0.0051878966
uniform,400,pso_high_12x16,coverage,1,0,1,1
uniform,400,pso_high_12x16,K,28.133333,2.4597916,27.214935,29.051731
uniform,400,pso_high_12x16,throughput_Mbps,11343.631,992.82967,10972.944,11714.318
uniform,400,pso_high_12x16,mean_user_rate_Mbps,28.359078,2.4820742,27.432361,29.285796
uniform,400,pso_high_12x16,p5_rate_Mbps,6.1529178,1.9160063,5.4375496,6.8682859
uniform,400,pso_high_12x16,qos_violation,0,0,0,0
uniform,400,pso_high_12x16,jain_fairness,0.64267812,0.050123299,0.62396387,0.66139237
uniform,400,pso_high_12x16,time_s,0.47816667,0.069572132,0.45219092,0.50414241
uniform,400,pso_low_3x4,coverage,0.99891667,0.0022440855,0.99807881,0.99975453
uniform,400,pso_low_3x4,K,28.133333,2.4597916,27.214935,29.051731
uniform,400,pso_low_3x4,throughput_Mbps,8297.0513,791.75018,8001.4401,8592.6625
uniform,400,pso_low_3x4,mean_user_rate_Mbps,20.742628,1.9793755,20.0036,21.481656
uniform,400,pso_low_3x4,p5_rate_Mbps,4.5146447,1.7565129,3.8588256,5.1704638
uniform,400,pso_low_3x4,qos_violation,0.0010833333,0.0022440855,0.00024547214,0.0019211945
uniform,400,pso_low_3x4,jain_fairness,0.66978915,0.040700534,0.65459302,0.68498527
uniform,400,pso_low_3x4,time_s,0.036233333,0.0070156639,0.033613936,0.038852731
uniform,400,pso_mid_6x8,coverage,1,0,1,1
uniform,400,pso_mid_6x8,K,28.133333,2.4597916,27.214935,29.051731
uniform,400,pso_mid_6x8,throughput_Mbps,9579.418,895.68336,9245.0019,9913.8342
uniform,400,pso_mid_6x8,mean_user_rate_Mbps,23.948545,2.2392084,23.112505,24.784585
uniform,400,pso_mid_6x8,p5_rate_Mbps,5.0551332,1.8149573,4.3774931,5.7327733
uniform,400,pso_mid_6x8,qos_violation,0,0,0,0
uniform,400,pso_mid_6x8,jain_fairness,0.64898683,0.046756218,0.63152973,0.66644393
uniform,400,pso_mid_6x8,time_s,0.1261,0.017422439,0.11959508,0.13260492
